Timestamp,Email address,What is your name?,Please enter your email address.,What is your age group?,What is your gender?,How frequently do you order food from Swiggy?,What type of food do you usually order?,What time of day do you usually place your order?,What is your average order value?,Rate your overall delivery experience with Swiggy?,Was the delivery on time?,How would you rate the food packaging quality?,Did you face any issues with the delivery executive?,How easy is it to navigate the Swiggy app/website?,What is your preferred payment method?,Which mode do you prefer more?
24/10/2024 17:09:47,user24@example.com,User 24,user24@example.com,18-24,Non-binary/Other,Occasionally,Chinese Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,3,Yes,3,No,3,Net Banking,Cafes
24/10/2024 17:09:47,user25@example.com,User 25,user25@example.com,45-54,Non-binary/Other,Weekly,Italian Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,5,Yes,2,No,1,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:09:47,user26@example.com,User 26,user26@example.com,25-34,Prefer not to say,Occasionally,Italian Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,1,No,3,Yes,5,Cash on Delivery,Cafes
24/10/2024 17:09:47,user27@example.com,User 27,user27@example.com,18-24,Female,Daily,Healthy/Organic,Late Night (After 10 PM),₹500 - ₹1000,5,Yes,5,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:09:48,user28@example.com,User 28,user28@example.com,55+,Male,Monthly,Other,Late Night (After 10 PM),More than ₹1000,4,No,3,No,3,Cash on Delivery,Cafes
24/10/2024 17:09:48,user29@example.com,User 29,user29@example.com,45-54,Male,Weekly,Other,Breakfast (6 AM - 10 AM),More than ₹1000,5,No,1,Yes,2,Credit/Debit Card,Cafes
24/10/2024 17:09:48,user30@example.com,User 30,user30@example.com,25-34,Prefer not to say,Daily,Beverages,Lunch (12 PM - 3 PM),Less than ₹200,4,No,3,No,4,Credit/Debit Card,Cafes
24/10/2024 17:09:49,user31@example.com,User 31,user31@example.com,18-24,Prefer not to say,Monthly,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,3,Yes,3,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:09:49,user32@example.com,User 32,user32@example.com,18-24,Male,Monthly,Indian Cuisine,Late Night (After 10 PM),₹200 - ₹500,3,Yes,1,No,2,Net Banking,Dine restaurant
24/10/2024 17:09:49,user33@example.com,User 33,user33@example.com,25-34,Non-binary/Other,Monthly,Italian Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,3,No,1,Yes,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:09:49,user34@example.com,User 34,user34@example.com,35-44,Prefer not to say,Monthly,Beverages,Late Night (After 10 PM),₹200 - ₹500,2,No,2,No,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:09:50,user35@example.com,User 35,user35@example.com,45-54,Male,Weekly,Healthy/Organic,Late Night (After 10 PM),Less than ₹200,4,Yes,5,Yes,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:09:50,user36@example.com,User 36,user36@example.com,45-54,Female,Weekly,Other,Dinner (7 PM - 10 PM),Less than ₹200,5,No,1,Yes,1,Credit/Debit Card,Cafes
24/10/2024 17:09:50,user37@example.com,User 37,user37@example.com,25-34,Prefer not to say,Daily,Desserts,Lunch (12 PM - 3 PM),Less than ₹200,4,Yes,2,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:09:52,user38@example.com,User 38,user38@example.com,35-44,Male,Daily,Healthy/Organic,Dinner (7 PM - 10 PM),₹500 - ₹1000,3,No,2,Yes,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:09:52,user39@example.com,User 39,user39@example.com,25-34,Female,Occasionally,Chinese Cuisine,Late Night (After 10 PM),Less than ₹200,4,No,4,Yes,1,Credit/Debit Card,Cafes
24/10/2024 17:09:52,user40@example.com,User 40,user40@example.com,45-54,Male,Monthly,Desserts,Lunch (12 PM - 3 PM),₹200 - ₹500,3,Yes,3,No,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:09:53,user41@example.com,User 41,user41@example.com,18-24,Non-binary/Other,Monthly,Beverages,Late Night (After 10 PM),₹200 - ₹500,2,Yes,4,No,5,Net Banking,Cafes
24/10/2024 17:09:53,user42@example.com,User 42,user42@example.com,18-24,Male,Weekly,Desserts,Lunch (12 PM - 3 PM),More than ₹1000,2,No,2,No,3,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:09:53,user43@example.com,User 43,user43@example.com,55+,Male,Occasionally,Healthy/Organic,Breakfast (6 AM - 10 AM),₹500 - ₹1000,3,No,4,Yes,5,Credit/Debit Card,Cafes
24/10/2024 17:09:54,user44@example.com,User 44,user44@example.com,25-34,Non-binary/Other,Occasionally,Italian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,3,Yes,2,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:09:54,user45@example.com,User 45,user45@example.com,25-34,Non-binary/Other,Occasionally,Healthy/Organic,Late Night (After 10 PM),Less than ₹200,2,Yes,4,Yes,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:09:54,user46@example.com,User 46,user46@example.com,55+,Female,Daily,Healthy/Organic,Lunch (12 PM - 3 PM),₹500 - ₹1000,3,Yes,2,Yes,4,Net Banking,Dine restaurant
24/10/2024 17:09:55,user47@example.com,User 47,user47@example.com,55+,Non-binary/Other,Monthly,Chinese Cuisine,Late Night (After 10 PM),More than ₹1000,3,No,2,Yes,2,Net Banking,Cafes
24/10/2024 17:09:55,user48@example.com,User 48,user48@example.com,45-54,Male,Occasionally,Beverages,Dinner (7 PM - 10 PM),Less than ₹200,3,Yes,1,Yes,1,Net Banking,Dine restaurant
24/10/2024 17:09:55,user49@example.com,User 49,user49@example.com,25-34,Non-binary/Other,Weekly,Beverages,Lunch (12 PM - 3 PM),Less than ₹200,2,Yes,4,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:09:56,user50@example.com,User 50,user50@example.com,45-54,Female,Monthly,Beverages,Breakfast (6 AM - 10 AM),₹200 - ₹500,3,Yes,3,Yes,2,Credit/Debit Card,Cafes
24/10/2024 17:09:56,user51@example.com,User 51,user51@example.com,18-24,Non-binary/Other,Monthly,Chinese Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,2,No,4,No,2,Cash on Delivery,Dine restaurant
24/10/2024 17:09:56,user52@example.com,User 52,user52@example.com,25-34,Female,Weekly,Desserts,Lunch (12 PM - 3 PM),Less than ₹200,4,Yes,1,No,4,Cash on Delivery,Dine restaurant
24/10/2024 17:09:57,user53@example.com,User 53,user53@example.com,35-44,Non-binary/Other,Weekly,Indian Cuisine,Dinner (7 PM - 10 PM),₹200 - ₹500,4,No,1,No,2,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:09:57,user54@example.com,User 54,user54@example.com,45-54,Non-binary/Other,Monthly,Healthy/Organic,Dinner (7 PM - 10 PM),More than ₹1000,1,Yes,2,No,3,Cash on Delivery,Cafes
24/10/2024 17:09:57,user55@example.com,User 55,user55@example.com,35-44,Non-binary/Other,Daily,Chinese Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,1,No,4,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:09:57,user56@example.com,User 56,user56@example.com,18-24,Non-binary/Other,Daily,Chinese Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,4,Yes,4,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:09:58,user57@example.com,User 57,user57@example.com,55+,Male,Weekly,Chinese Cuisine,Late Night (After 10 PM),More than ₹1000,1,Yes,3,No,1,Credit/Debit Card,Cafes
24/10/2024 17:09:58,user58@example.com,User 58,user58@example.com,35-44,Female,Monthly,Other,Dinner (7 PM - 10 PM),₹200 - ₹500,1,Yes,4,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:09:58,user59@example.com,User 59,user59@example.com,55+,Male,Daily,Healthy/Organic,Breakfast (6 AM - 10 AM),₹200 - ₹500,2,No,1,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:09:59,user60@example.com,User 60,user60@example.com,25-34,Female,Monthly,Desserts,Lunch (12 PM - 3 PM),More than ₹1000,2,Yes,2,No,2,Credit/Debit Card,Cafes
24/10/2024 17:09:59,user61@example.com,User 61,user61@example.com,45-54,Female,Daily,Healthy/Organic,Breakfast (6 AM - 10 AM),Less than ₹200,2,No,1,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:09:59,user62@example.com,User 62,user62@example.com,25-34,Male,Occasionally,Desserts,Breakfast (6 AM - 10 AM),₹200 - ₹500,4,Yes,1,Yes,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:09:59,user63@example.com,User 63,user63@example.com,35-44,Female,Weekly,Indian Cuisine,Late Night (After 10 PM),More than ₹1000,5,Yes,3,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:00,user64@example.com,User 64,user64@example.com,55+,Non-binary/Other,Monthly,Italian Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,5,No,1,No,4,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:00,user65@example.com,User 65,user65@example.com,35-44,Non-binary/Other,Monthly,Beverages,Breakfast (6 AM - 10 AM),₹200 - ₹500,4,Yes,2,No,5,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:00,user66@example.com,User 66,user66@example.com,45-54,Male,Weekly,Other,Breakfast (6 AM - 10 AM),₹500 - ₹1000,5,Yes,1,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:01,user67@example.com,User 67,user67@example.com,55+,Male,Monthly,Desserts,Dinner (7 PM - 10 PM),More than ₹1000,5,Yes,5,No,3,Net Banking,Cafes
24/10/2024 17:10:01,user68@example.com,User 68,user68@example.com,45-54,Female,Occasionally,Healthy/Organic,Dinner (7 PM - 10 PM),Less than ₹200,2,No,4,No,1,Net Banking,Cafes
24/10/2024 17:10:01,user69@example.com,User 69,user69@example.com,35-44,Prefer not to say,Monthly,Italian Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,2,Yes,5,Yes,2,Cash on Delivery,Cafes
24/10/2024 17:10:02,user70@example.com,User 70,user70@example.com,25-34,Non-binary/Other,Daily,Beverages,Breakfast (6 AM - 10 AM),More than ₹1000,4,Yes,4,Yes,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:02,user71@example.com,User 71,user71@example.com,25-34,Female,Daily,Other,Dinner (7 PM - 10 PM),₹200 - ₹500,4,No,2,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:02,user72@example.com,User 72,user72@example.com,25-34,Male,Weekly,Indian Cuisine,Lunch (12 PM - 3 PM),Less than ₹200,3,Yes,5,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:03,user73@example.com,User 73,user73@example.com,18-24,Male,Weekly,Healthy/Organic,Late Night (After 10 PM),₹200 - ₹500,4,Yes,4,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:10:03,user74@example.com,User 74,user74@example.com,25-34,Non-binary/Other,Daily,Italian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,3,Yes,4,Yes,1,Net Banking,Dine restaurant
24/10/2024 17:10:03,user75@example.com,User 75,user75@example.com,18-24,Male,Monthly,Beverages,Breakfast (6 AM - 10 AM),₹500 - ₹1000,4,No,1,Yes,4,Cash on Delivery,Cafes
24/10/2024 17:10:04,user76@example.com,User 76,user76@example.com,55+,Prefer not to say,Daily,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,3,No,1,No,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:04,user77@example.com,User 77,user77@example.com,25-34,Prefer not to say,Occasionally,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,2,Yes,3,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:04,user78@example.com,User 78,user78@example.com,25-34,Prefer not to say,Weekly,Indian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,4,Yes,3,No,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:05,user79@example.com,User 79,user79@example.com,18-24,Non-binary/Other,Daily,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,4,No,5,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:10:05,user80@example.com,User 80,user80@example.com,45-54,Male,Weekly,Indian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,4,Yes,2,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:05,user81@example.com,User 81,user81@example.com,55+,Male,Daily,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,4,No,5,Yes,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:06,user82@example.com,User 82,user82@example.com,45-54,Non-binary/Other,Monthly,Italian Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,5,No,4,Yes,3,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:06,user83@example.com,User 83,user83@example.com,55+,Female,Monthly,Indian Cuisine,Late Night (After 10 PM),Less than ₹200,4,No,2,Yes,5,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:06,user84@example.com,User 84,user84@example.com,25-34,Female,Occasionally,Italian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,5,No,2,Yes,1,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:08,user85@example.com,User 85,user85@example.com,45-54,Female,Monthly,Indian Cuisine,Late Night (After 10 PM),₹500 - ₹1000,3,No,1,No,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:08,user86@example.com,User 86,user86@example.com,45-54,Male,Weekly,Other,Late Night (After 10 PM),Less than ₹200,1,Yes,4,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:08,user87@example.com,User 87,user87@example.com,55+,Non-binary/Other,Monthly,Chinese Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,5,Yes,4,Yes,2,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:08,user88@example.com,User 88,user88@example.com,55+,Non-binary/Other,Daily,Italian Cuisine,Dinner (7 PM - 10 PM),Less than ₹200,1,Yes,4,No,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:09,user89@example.com,User 89,user89@example.com,18-24,Female,Daily,Indian Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,5,No,4,No,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:09,user90@example.com,User 90,user90@example.com,35-44,Male,Daily,Chinese Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,5,No,3,Yes,3,Credit/Debit Card,Cafes
24/10/2024 17:10:09,user91@example.com,User 91,user91@example.com,18-24,Female,Daily,Italian Cuisine,Late Night (After 10 PM),More than ₹1000,4,Yes,2,No,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:10,user92@example.com,User 92,user92@example.com,25-34,Male,Daily,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,2,Yes,4,No,1,Cash on Delivery,Dine restaurant
24/10/2024 17:10:10,user93@example.com,User 93,user93@example.com,55+,Non-binary/Other,Monthly,Other,Lunch (12 PM - 3 PM),₹500 - ₹1000,4,Yes,2,Yes,2,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:10,user94@example.com,User 94,user94@example.com,18-24,Prefer not to say,Occasionally,Other,Late Night (After 10 PM),₹500 - ₹1000,5,Yes,4,Yes,3,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:10,user95@example.com,User 95,user95@example.com,35-44,Male,Daily,Chinese Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,1,No,5,No,4,Net Banking,Cafes
24/10/2024 17:10:11,user96@example.com,User 96,user96@example.com,45-54,Male,Weekly,Desserts,Late Night (After 10 PM),₹200 - ₹500,4,Yes,1,No,5,Credit/Debit Card,Cafes
24/10/2024 17:10:11,user97@example.com,User 97,user97@example.com,55+,Prefer not to say,Weekly,Indian Cuisine,Breakfast (6 AM - 10 AM),₹200 - ₹500,1,No,5,No,3,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:11,user98@example.com,User 98,user98@example.com,35-44,Non-binary/Other,Monthly,Healthy/Organic,Breakfast (6 AM - 10 AM),Less than ₹200,1,No,2,No,4,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:12,user99@example.com,User 99,user99@example.com,18-24,Non-binary/Other,Daily,Chinese Cuisine,Late Night (After 10 PM),₹200 - ₹500,1,No,1,No,4,Net Banking,Cafes
24/10/2024 17:10:12,user100@example.com,User 100,user100@example.com,18-24,Prefer not to say,Weekly,Chinese Cuisine,Lunch (12 PM - 3 PM),₹200 - ₹500,2,Yes,3,No,5,Cash on Delivery,Cafes
24/10/2024 17:10:12,user101@example.com,User 101,user101@example.com,35-44,Male,Monthly,Beverages,Breakfast (6 AM - 10 AM),Less than ₹200,5,No,5,No,1,Cash on Delivery,Cafes
24/10/2024 17:10:12,user102@example.com,User 102,user102@example.com,18-24,Prefer not to say,Occasionally,Beverages,Dinner (7 PM - 10 PM),₹200 - ₹500,4,No,2,Yes,3,Cash on Delivery,Cafes
24/10/2024 17:10:13,user103@example.com,User 103,user103@example.com,18-24,Non-binary/Other,Occasionally,Healthy/Organic,Lunch (12 PM - 3 PM),Less than ₹200,4,No,4,No,4,Net Banking,Dine restaurant
24/10/2024 17:10:13,user104@example.com,User 104,user104@example.com,25-34,Male,Monthly,Healthy/Organic,Dinner (7 PM - 10 PM),₹200 - ₹500,1,Yes,3,No,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:13,user105@example.com,User 105,user105@example.com,35-44,Male,Occasionally,Indian Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,2,Yes,1,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:14,user106@example.com,User 106,user106@example.com,25-34,Female,Daily,Beverages,Late Night (After 10 PM),₹200 - ₹500,2,Yes,2,No,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:14,user107@example.com,User 107,user107@example.com,18-24,Non-binary/Other,Daily,Chinese Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,4,No,4,Yes,4,Credit/Debit Card,Cafes
24/10/2024 17:10:14,user108@example.com,User 108,user108@example.com,45-54,Non-binary/Other,Occasionally,Chinese Cuisine,Late Night (After 10 PM),Less than ₹200,3,Yes,3,No,3,Cash on Delivery,Cafes
24/10/2024 17:10:14,user109@example.com,User 109,user109@example.com,18-24,Male,Weekly,Other,Lunch (12 PM - 3 PM),₹200 - ₹500,1,Yes,5,No,4,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:15,user110@example.com,User 110,user110@example.com,55+,Male,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),₹500 - ₹1000,2,Yes,4,Yes,2,Net Banking,Cafes
24/10/2024 17:10:15,user111@example.com,User 111,user111@example.com,18-24,Prefer not to say,Weekly,Beverages,Lunch (12 PM - 3 PM),More than ₹1000,5,Yes,5,Yes,1,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:15,user112@example.com,User 112,user112@example.com,18-24,Non-binary/Other,Occasionally,Indian Cuisine,Breakfast (6 AM - 10 AM),Less than ₹200,3,Yes,2,No,3,Cash on Delivery,Cafes
24/10/2024 17:10:16,user113@example.com,User 113,user113@example.com,25-34,Prefer not to say,Weekly,Indian Cuisine,Late Night (After 10 PM),Less than ₹200,1,Yes,3,No,4,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:16,user114@example.com,User 114,user114@example.com,35-44,Non-binary/Other,Occasionally,Chinese Cuisine,Dinner (7 PM - 10 PM),More than ₹1000,4,No,4,Yes,5,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:16,user115@example.com,User 115,user115@example.com,25-34,Non-binary/Other,Weekly,Desserts,Late Night (After 10 PM),More than ₹1000,3,No,1,Yes,3,Net Banking,Cafes
24/10/2024 17:10:16,user116@example.com,User 116,user116@example.com,18-24,Female,Daily,Indian Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,3,No,1,Yes,4,"UPI (e.g., Google Pay, PhonePe)",Cafes
24/10/2024 17:10:17,user117@example.com,User 117,user117@example.com,25-34,Prefer not to say,Weekly,Desserts,Dinner (7 PM - 10 PM),More than ₹1000,4,No,1,Yes,2,Net Banking,Cafes
24/10/2024 17:10:18,user118@example.com,User 118,user118@example.com,35-44,Female,Weekly,Indian Cuisine,Lunch (12 PM - 3 PM),More than ₹1000,1,No,3,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:19,user119@example.com,User 119,user119@example.com,35-44,Female,Daily,Beverages,Late Night (After 10 PM),More than ₹1000,3,No,1,Yes,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:19,user120@example.com,User 120,user120@example.com,25-34,Non-binary/Other,Occasionally,Beverages,Late Night (After 10 PM),₹200 - ₹500,1,Yes,1,No,4,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:19,user121@example.com,User 121,user121@example.com,18-24,Non-binary/Other,Weekly,Healthy/Organic,Breakfast (6 AM - 10 AM),More than ₹1000,3,No,3,Yes,1,Credit/Debit Card,Cafes
24/10/2024 17:10:19,user122@example.com,User 122,user122@example.com,18-24,Female,Occasionally,Chinese Cuisine,Late Night (After 10 PM),₹500 - ₹1000,1,No,4,Yes,3,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:20,user123@example.com,User 123,user123@example.com,18-24,Prefer not to say,Daily,Chinese Cuisine,Dinner (7 PM - 10 PM),₹500 - ₹1000,1,No,5,Yes,2,Credit/Debit Card,Cafes
24/10/2024 17:10:20,user124@example.com,User 124,user124@example.com,25-34,Non-binary/Other,Occasionally,Indian Cuisine,Late Night (After 10 PM),₹200 - ₹500,1,No,2,Yes,2,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:20,user125@example.com,User 125,user125@example.com,35-44,Female,Monthly,Healthy/Organic,Late Night (After 10 PM),Less than ₹200,2,No,4,Yes,1,Cash on Delivery,Cafes
24/10/2024 17:10:21,user126@example.com,User 126,user126@example.com,45-54,Male,Monthly,Beverages,Dinner (7 PM - 10 PM),More than ₹1000,1,Yes,4,No,4,"Wallet (e.g., Paytm, Amazon Pay)",Cafes
24/10/2024 17:10:21,user127@example.com,User 127,user127@example.com,45-54,Male,Weekly,Italian Cuisine,Late Night (After 10 PM),More than ₹1000,1,Yes,2,No,3,"UPI (e.g., Google Pay, PhonePe)",Dine restaurant
24/10/2024 17:10:21,user128@example.com,User 128,user128@example.com,25-34,Female,Weekly,Healthy/Organic,Late Night (After 10 PM),₹500 - ₹1000,3,Yes,1,Yes,2,"Wallet (e.g., Paytm, Amazon Pay)",Dine restaurant
24/10/2024 17:10:21,user129@example.com,User 129,user129@example.com,35-44,Non-binary/Other,Monthly,Desserts,Lunch (12 PM - 3 PM),Less than ₹200,2,Yes,5,No,4,Credit/Debit Card,Dine restaurant
24/10/2024 17:10:22,user130@example.com,User 130,user130@example.com,35-44,Non-binary/Other,Weekly,Chinese Cuisine,Lunch (12 PM - 3 PM),₹500 - ₹1000,1,Yes,1,Yes,1,Net Banking,Dine restaurant
